Date,Close,High,Low,Open,Volume
2025-04-30,94207.3125,95249.32031,92979.64063,94286.46875,28344679831
2025-05-01,96492.33594,97437.96094,94153.63281,94212.85938,32875889623
2025-05-02,96910.07031,97905.89844,96375.94531,96494.96875,26421924677
2025-05-03,95891.79688,96943.88281,95821.28906,96904.63281,15775154889
2025-05-04,94315.97656,96318.92188,94173.42969,95877.1875,18198688416
2025-05-05,94748.05469,95193.1875,93566.26563,94319.5625,25816260327
2025-05-06,96802.47656,96889.17969,93399.85938,94748.38281,26551275827
2025-05-07,97032.32031,97625.80469,95829.33594,96800.19531,76983822462
2025-05-08,103241.4609,103969.5391,96913.875,97034.25,69895404397
2025-05-09,102970.8516,104297.4922,102343.0938,103239.125,58198593958
2025-05-10,104696.3281,104961.7656,102830.4844,102973.7109,42276713994
2025-05-11,104106.3594,104937.9922,103364.7422,104701.0703,46285517406
2025-05-12,102812.9531,105747.4531,100814.4063,104106.9609,63250475404
2025-05-13,104169.8125,104997.4219,101515.0938,102812.4922,52608876410
2025-05-14,103539.4141,104303.5625,102618.2969,104167.3281,45956071155
2025-05-15,103744.6406,104153.6172,101440.8125,103538.8281,50408241840
2025-05-16,103489.2891,104533.4844,103137.4766,103735.6563,44386499364
2025-05-17,103191.0859,103716.9453,102659.1797,103489.2891,37898552742
2025-05-18,106446.0078,106597.1719,103142.6016,103186.9531,49887082058
2025-05-19,105606.1797,107068.7188,102112.6875,106430.5313,61761126647
2025-05-20,106791.0859,107307.1172,104206.5156,105605.4063,36515726122
2025-05-21,109678.0781,110724.4609,106127.2344,106791.3125,78086364051
2025-05-22,111673.2813,111970.1719,109285.0703,109673.4922,70157575642
2025-05-23,107287.7969,111798.9063,106841.3047,111679.3594,67548133399
2025-05-24,107791.1563,109454.5234,106895.2891,107278.5078,45903627163
2025-05-25,109035.3906,109313.3047,106683.375,107802.2734,47518041841
2025-05-26,109440.3672,110376.8828,108735.6406,109023.7813,45950461571
2025-05-27,108994.6406,110744.2109,107609.5547,109440.4063,57450176272
2025-05-28,107802.3281,109298.2891,106812.9297,108992.1719,49155377493
2025-05-29,105641.7578,108910.0469,105374.3984,107795.5703,56022752042
2025-05-30,103998.5703,106308.9453,103685.7891,105646.2109,57655287183
2025-05-31,104638.0938,104927.1016,103136.1172,103994.7188,38997843858
2025-06-01,105652.1016,105884.5469,103826.9531,104637.2969,37397056873
2025-06-02,105881.5313,105958.3125,103727.5469,105649.8125,45819706290
2025-06-03,105432.4688,106813.5781,104920.8438,105888.4766,46196508367
2025-06-04,104731.9844,105997.6953,104232.7031,105434.3672,44544857105
2025-06-05,101575.9531,105936.6875,100436.8828,104750.7813,57479298400
2025-06-06,104390.3438,105376.7734,101169.5703,101574.3672,48856653697
2025-06-07,105615.625,105972.7578,103987.3125,104390.6484,38365033776
2025-06-08,105793.6484,106497.0625,105075.3281,105617.5078,36626232328
2025-06-09,110294.1016,110561.4219,105400.2344,105793.0234,55903193732
2025-06-10,110257.2344,110380.125,108367.7109,110295.6875,54700101509
2025-06-11,108686.625,110384.2188,108086.3281,110261.7969,50842662052
2025-06-12,105929.0547,108780.6953,105785.6875,108685.9141,54843867968
2025-06-13,106090.9688,106182.5469,102822.0234,105924.5938,69550440846
2025-06-14,105472.4063,106203.7578,104379.3672,106108.0859,38007870453
2025-06-15,105552.0234,106157.1016,104519.8828,105464.8438,36744307742
2025-06-16,106796.7578,108915.375,104997.625,105555.5938,50366626945
2025-06-17,104601.1172,107750.1953,103396.5313,106794.1172,55964092176
2025-06-18,104883.3281,105581.8516,103602.2656,104602.0703,47318089133
2025-06-19,104684.2891,105250.8906,103940.7734,104886.7734,37333806920
2025-06-20,103309.6016,106539.3828,102372.2109,104681.0313,50951862476
2025-06-21,102257.4063,104015.7813,100973.0625,103315.0781,38360555118
2025-06-22,100987.1406,103351.6328,98286.20313,102212.0313,65536997201
2025-06-23,105577.7734,106116.8594,99705.75,100987.4766,65237759656
2025-06-24,106045.6328,106316.8281,104740.2422,105571.5156,48822986421
2025-06-25,107361.2578,108168.3984,105881.3906,106047.4063,51624120283
2025-06-26,106960,108305.5469,106666.3516,107375.0703,43891990613
2025-06-27,107088.4297,107772.4688,106449.9922,106954.9219,45353692675
2025-06-28,107327.7031,107567.8828,106883.9766,107090.5469,30037708335
2025-06-29,108385.5703,108526.3047,107230.1094,107327.8203,35534874438
2025-06-30,107135.3359,108798.7891,106759.6484,108383.4375,42064804590
2025-07-01,105698.2813,107550.6797,105270.2266,107144.3828,44110692247
2025-07-02,108859.3203,109763.6563,105157.3984,105703.1016,56248657737
2025-07-03,109647.9766,110541.4609,108605.7969,108845.0156,50494742270
2025-07-04,108034.3359,109751.9844,107296.3828,109635.6563,42616442656
2025-07-05,108231.1797,108381.3438,107842.2734,108015.8359,30615537520
2025-07-06,109232.0703,109731.625,107847.0156,108231.1875,36746020463
2025-07-07,108299.8516,109710.25,107527.0547,109235.3281,45415696597
2025-07-08,108950.2734,109198.9688,107499.5547,108298.2266,44282204127
2025-07-09,111326.5547,111925.375,108357.6797,108950.2734,57927418065
2025-07-10,115987.2031,116608.7813,110660.75,111329.1953,95911605728
2025-07-11,117516.9922,118856.4766,115245.6875,115986.2344,86928361085
2025-07-12,117435.2266,118219.8984,116977.0234,117530.7109,45524560304
2025-07-13,119116.1172,119449.5703,117265.4375,117432.2031,49021091807
2025-07-14,119849.7031,123091.6094,118959.1953,119115.7891,181746419401
2025-07-15,117777.1875,119935.5625,115765.6875,119853.8516,98321661181
2025-07-16,118738.5078,120065.5156,117064.8203,117777.1875,72162029070
2025-07-17,119289.8438,120999.6094,117508.2188,118738.5078,72363841798
2025-07-18,118003.2266,120851.9141,116925.9844,119284.1094,77945799785
2025-07-19,117939.9766,118541.3984,117388.4141,117998.125,47564562765
2025-07-20,117300.7891,118865.0313,116550.1328,117944.1094,57515447231
2025-07-21,117439.5391,119671.5625,116584.3984,117306.4688,69820091744
2025-07-22,119995.4141,120269.9688,116233.2266,117426.5,79217583118
2025-07-23,118754.9609,120113.3516,117391.3906,119997.4453,66608604537
2025-07-24,118368,119535.4531,117247.9688,118770.9844,72627318560
2025-07-25,117635.8828,118486.9766,114759.8203,118368,104857024569
2025-07-26,117947.3672,118335.6875,117181.2266,117644.8438,48508954046
2025-07-27,119448.4922,119815.5938,117859.6875,117944.7266,54683390892
2025-07-28,117924.4766,119819.7891,117441.4375,119457.5234,64822943193
2025-07-29,117922.1484,119273.8672,116987.3672,117938.5859,68463107433
2025-07-30,117831.1875,118780.7266,115800.8281,117921.9922,68896148592
2025-07-31,115758.2031,118919.9844,115505.2188,117833.6328,69370346018
2025-08-01,113320.0859,116060.7734,112724.4453,115738.9531,91294530181
2025-08-02,112526.9141,114021.6016,112005.7656,113320.3906,56870866000
2025-08-03,114217.6719,114747.4219,111943.8047,112525.8047,48099615826
2025-08-04,115071.8828,115729.4688,114130.4063,114223.9219,35783028986
2025-08-05,114141.4453,115117.4375,112701.1094,115072.1875,61039182286
2025-08-06,115028,115737.8359,113372.25,114140.9141,56379133510
2025-08-07,117496.8984,117676.9063,114279.7109,115030.0547,64051649681
2025-08-08,116688.7266,117689.2031,115917.4609,117505.5,59713005166
2025-08-09,116500.3594,117906.6094,116363.8359,116678.2734,54004312429
2025-08-10,119306.7578,119320.7109,116485.1641,116497.7188,64755458694
2025-08-11,118731.4453,122321.0938,118159.0313,119306.8125,90528784177
2025-08-12,120172.9063,120302.4688,118228.7188,118717.6641,72803657984
2025-08-13,123344.0625,123682.4531,118939.6328,120168.9766,90904808795
2025-08-14,118359.5781,124457.1172,117254.8828,123339.3984,104055627395
2025-08-15,117398.3516,119332.3125,116864.5703,118365.7813,68665353159
2025-08-16,117491.3516,117996.0625,117271.9531,117398.4219,48036922378
2025-08-17,117453.0625,118595.7734,117279.5234,117492.7891,45852169525
